# BUSCO version is: 3.0.0 
# The lineage dataset is: tetrapoda_odb9 (Creation date: 2016-02-13, number of species: 55, number of BUSCOs: 3950)
# To reproduce this run: python /mnt/lustre/software/linuxbrew/colsa/bin/busco -i /mnt/lustre/macmaneslab/shared/Stuckert/Stuckert_Ranitomeya_imitator_genome/imitator.1.3.6.fa -o Ranitomeya_imitator_genome_BUSCO -l /mnt/lustre/macmaneslab/ams1236/Oyster_River_Protocol/busco_dbs/tetrapoda_odb9/ -m genome -c 40 -sp human
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090709LO	Duplicated	scaffold26_pilon_pilon	1159269	1164591	370.3	195
EOG090709LT	Complete	scaffold16_pilon_pilon	17394126	17409370	372.4	207
EOG090709LV	Complete	scaffold58_pilon_pilon	8593399	8599265	288.4	153
EOG090709M2	Complete	scaffold145_pilon_pilon	3834181	3845633	400.6	209
EOG090709M4	Complete	scaffold133_pilon_pilon	2740267	2787563	471.1	260
EOG090709M5	Complete	scaffold109_pilon_pilon	3860569	3864901	492.5	250
EOG090709M9	Complete	scaffold88_pilon_pilon	6322690	6333799	404.2	216
EOG090709MD	Complete	scaffold173_pilon_pilon	4306129	4331732	482.9	248
EOG090709MI	Duplicated	scaffold269_pilon_pilon	716995	732931	473.4	221
EOG090709MI	Duplicated	scaffold649_pilon_pilon	456532	466024	460.8	221
EOG090709MK	Complete	scaffold96_pilon_pilon	7743083	7757814	421.6	236
EOG090709MN	Complete	scaffold42_pilon_pilon	9859559	9878736	456.0	216
EOG090709MO	Complete	scaffold12_pilon_pilon	21104206	21121460	392.2	202
EOG090709MX	Complete	scaffold83_pilon_pilon	1418250	1432134	367.7	165
EOG090709N2	Complete	scaffold94_pilon_pilon	1295514	1340501	456.0	234
EOG090709N6	Complete	scaffold12_pilon_pilon	296783	335818	293.9	250
EOG090709NC	Complete	scaffold26_pilon_pilon	363312	403115	429.6	274
EOG090709NG	Duplicated	scaffold6715_pilon_pilon	81584	149985	407.6	274
EOG090709NG	Duplicated	scaffold67_pilon_pilon	9016286	9067433	428.9	276
EOG090709NI	Duplicated	scaffold1677_pilon_pilon	193894	254930	357.7	295
EOG090709NI	Duplicated	scaffold76_pilon_pilon	6009098	6064506	414.4	295
EOG090709NK	Duplicated	scaffold17_pilon_pilon	14292205	14318829	665.0	390
EOG090709NK	Duplicated	scaffold2085_pilon_pilon	254788	268468	691.2	371
EOG090709NN	Complete	scaffold11_pilon_pilon	3339675	3361879	471.7	241
EOG090709NQ	Duplicated	scaffold40_pilon_pilon	9773474	9811785	465.0	242
EOG090709NQ	Duplicated	scaffold9646_pilon_pilon	26572	60481	455.0	246
EOG090709NX	Complete	scaffold20_pilon_pilon	7568445	7571100	224.7	132
EOG090709NZ	Complete	scaffold40_pilon_pilon	7102623	7128662	372.7	311
EOG090709O1	Complete	scaffold7_pilon_pilon	18986711	19004539	206.2	177
EOG090709OH	Duplicated	scaffold254_pilon_pilon	1334079	1340747	615.3	279
EOG090709OH	Duplicated	scaffold371_pilon_pilon	919445	925650	615.4	277
EOG090709OL	Complete	scaffold1_pilon_pilon	33589455	33608191	372.1	248
EOG090709OR	Complete	scaffold75_pilon_pilon	5213415	5233828	557.6	243
EOG090709P0	Missing
EOG090709P2	Complete	scaffold38_pilon_pilon	1847899	1856491	459.9	222
EOG090709PK	Duplicated	scaffold138_pilon_pilon	1570153	1581242	326.5	159
EOG090709PK	Duplicated	scaffold289_pilon_pilon	619000	624439	303.5	160
EOG090709PM	Complete	scaffold16_pilon_pilon	6730180	6756147	472.1	242
EOG090709PT	Complete	scaffold23_pilon_pilon	15792577	15802257	384.9	245
EOG090709PX	Complete	scaffold23_pilon_pilon	18655178	18656509	297.2	216
EOG090709Q2	Complete	scaffold26_pilon_pilon	2789295	2791857	430.4	234
EOG090709Q4	Complete	scaffold1086_pilon_pilon	370303	410948	500.3	429
EOG090709Q6	Complete	scaffold6_pilon_pilon	12612134	12628763	361.0	227
EOG090709Q9	Complete	scaffold7_pilon_pilon	21050387	21073072	381.3	217
EOG090709QE	Complete	scaffold34_pilon_pilon	3424136	3437350	422.7	202
EOG090709QJ	Complete	scaffold26_pilon_pilon	16675851	16678838	412.2	225
EOG090709QK	Complete	scaffold573_pilon_pilon	527514	552055	511.9	232
EOG090709QP	Complete	scaffold225_pilon_pilon	1130846	1154622	242.1	158
EOG090709R1	Complete	scaffold93_pilon_pilon	5299430	5307611	407.6	232
EOG090709R3	Complete	scaffold11_pilon_pilon	9897610	9943378	183.3	171
EOG090709R9	Complete	scaffold88_pilon_pilon	1202961	1235046	455.9	258
EOG090709RB	Complete	scaffold36_pilon_pilon	14013563	14025707	634.0	336
EOG090709RG	Complete	scaffold56_pilon_pilon	10288316	10296419	483.2	280
EOG090709RP	Complete	scaffold3_pilon_pilon	10688565	10690995	492.2	257
EOG090709RY	Complete	scaffold95_pilon_pilon	4507392	4534163	408.2	243
EOG090709S5	Duplicated	scaffold123_pilon_pilon	6087771	6105771	684.9	362
EOG090709S5	Duplicated	scaffold6808_pilon_pilon	94356	130771	628.6	355
EOG090709SH	Complete	scaffold3464_pilon_pilon	135174	148543	284.4	331
EOG090709SY	Duplicated	scaffold135_pilon_pilon	5690126	5703798	362.8	207
EOG090709SY	Duplicated	scaffold458_pilon_pilon	740584	762962	343.4	207
EOG090709T1	Complete	scaffold7_pilon_pilon	23473565	23474344	459.1	211
EOG090709T2	Complete	scaffold72_pilon_pilon	8587124	8601248	506.2	235
EOG090709T3	Duplicated	scaffold3749_pilon_pilon	241794	253129	332.4	155
EOG090709T3	Duplicated	scaffold453_pilon_pilon	404340	435421	331.8	155
EOG090709TO	Complete	scaffold16785_pilon_pilon	2301	30251	370.2	241
EOG090709TY	Complete	scaffold725_pilon_pilon	193775	231839	350.1	273
EOG090709U2	Complete	scaffold111_pilon_pilon	6786758	6793428	424.7	226
EOG090709U6	Duplicated	scaffold143_pilon_pilon	4664466	4680251	386.0	216
EOG090709U6	Duplicated	scaffold5913_pilon_pilon	106472	137055	353.3	215
EOG090709U8	Complete	scaffold135_pilon_pilon	5180206	5207756	500.2	231
EOG090709UD	Complete	scaffold6_pilon_pilon	31079356	31103428	551.1	275
EOG090709UE	Complete	scaffold36_pilon_pilon	4056009	4070474	515.6	248
EOG090709UJ	Complete	scaffold2_pilon_pilon	22295949	22337047	541.4	282
EOG090709UL	Complete	scaffold33_pilon_pilon	12875318	12880412	252.7	139
EOG090709UR	Fragmented	scaffold12014_pilon_pilon	21435	55877	131.1	105
EOG090709UT	Complete	scaffold9_pilon_pilon	20701574	20738415	618.6	654
EOG090709V5	Complete	scaffold408_pilon_pilon	561509	576597	522.4	254
EOG090709VD	Complete	scaffold1485_pilon_pilon	216438	237568	460.3	269
EOG090709VF	Duplicated	scaffold34_pilon_pilon	9926929	9957710	472.2	262
EOG090709VF	Duplicated	scaffold6974_pilon_pilon	135262	165969	411.6	241
EOG090709W0	Complete	scaffold2_pilon_pilon	16970697	16981450	304.6	214
EOG090709WI	Complete	scaffold22_pilon_pilon	14146869	14180383	462.2	236
EOG090709WL	Duplicated	scaffold469_pilon_pilon	682664	710009	391.5	223
EOG090709WL	Duplicated	scaffold612_pilon_pilon	469433	499718	342.0	223
EOG090709WR	Complete	scaffold37_pilon_pilon	8514571	8545541	638.2	494
EOG090709WW	Duplicated	scaffold470_pilon_pilon	245211	284142	422.3	212
EOG090709WW	Duplicated	scaffold7260_pilon_pilon	22147	96080	367.1	212
EOG090709WY	Duplicated	scaffold26476_pilon_pilon	6251	29842	500.8	233
EOG090709WY	Duplicated	scaffold34_pilon_pilon	10244426	10245352	521.9	234
EOG090709WY	Duplicated	scaffold89_pilon_pilon	2877943	2900204	540.0	234
EOG090709WZ	Complete	scaffold191_pilon_pilon	2113601	2141480	276.8	153
EOG090709X3	Duplicated	scaffold46_pilon_pilon	6371036	6399353	447.5	286
EOG090709X3	Duplicated	scaffold904_pilon_pilon	190601	216517	390.2	286
EOG090709XA	Complete	scaffold19_pilon_pilon	10169084	10182709	371.4	241
EOG090709XC	Duplicated	scaffold13989_pilon_pilon	42314	55107	376.8	247
EOG090709XC	Duplicated	scaffold71_pilon_pilon	2440755	2460980	407.2	256
EOG090709XJ	Complete	scaffold110_pilon_pilon	1413415	1505672	422.1	264
EOG090709Y0	Fragmented	scaffold465_pilon_pilon	54122	68797	199.3	120
EOG090709Y9	Complete	scaffold192_pilon_pilon	3451481	3460224	513.2	273
EOG090709YL	Complete	scaffold94_pilon_pilon	1164479	1205438	499.9	253
EOG090709YP	Complete	scaffold25_pilon_pilon	15434817	15475619	503.5	257
EOG090709YQ	Duplicated	scaffold106_pilon_pilon	5142273	5181266	389.8	176
EOG090709YQ	Duplicated	scaffold596_pilon_pilon	74087	99514	374.2	176
EOG090709YU	Complete	scaffold56_pilon_pilon	2163912	2193950	359.9	433
EOG090709Z4	Complete	scaffold129_pilon_pilon	3237492	3248269	423.4	219
EOG090709ZS	Complete	scaffold16_pilon_pilon	10280473	10301500	379.8	216
EOG090709ZT	Complete	scaffold126_pilon_pilon	5587057	5604376	227.5	181
EOG09070A02	Complete	scaffold5_pilon_pilon	33703669	33717836	481.2	257
EOG09070A03	Complete	scaffold5_pilon_pilon	16084283	16118386	439.0	220
EOG09070A0B	Complete	scaffold6_pilon_pilon	7739076	7759186	465.1	238
EOG09070A0G	Complete	scaffold10_pilon_pilon	24040194	24055863	426.1	219
EOG09070A0I	Complete	scaffold11_pilon_pilon	6768905	6793215	456.8	245
EOG09070A0P	Complete	scaffold739_pilon_pilon	559143	580616	334.2	210
EOG09070A0Q	Duplicated	scaffold14_pilon_pilon	865671	883634	492.1	239
EOG09070A0Q	Duplicated	scaffold3390_pilon_pilon	195437	207093	438.3	236
EOG09070A0R	Complete	scaffold57_pilon_pilon	11458887	11462812	447.6	220
EOG09070A0W	Complete	scaffold286_pilon_pilon	627023	631055	453.0	214
EOG09070A1C	Complete	scaffold149_pilon_pilon	3481704	3500886	381.9	227
EOG09070A1E	Complete	scaffold23_pilon_pilon	17226409	17250964	481.0	324
EOG09070A1G	Complete	scaffold5_pilon_pilon	29434612	29437010	526.9	269
EOG09070A1J	Complete	scaffold319_pilon_pilon	256492	315463	465.8	272
EOG09070A1V	Complete	scaffold7_pilon_pilon	26180048	26201996	363.6	188
EOG09070A2L	Duplicated	scaffold1_pilon_pilon	55432811	55440656	478.5	240
EOG09070A2L	Duplicated	scaffold925_pilon_pilon	11418	33705	433.1	250
EOG09070A32	Complete	scaffold153_pilon_pilon	3305857	3326080	581.3	299
EOG09070A3F	Complete	scaffold149_pilon_pilon	1574854	1581305	523.7	234
EOG09070A3G	Complete	scaffold105_pilon_pilon	3439794	3442333	432.6	224
EOG09070A3P	Complete	scaffold1778_pilon_pilon	608609	620325	374.7	227
EOG09070A3R	Complete	scaffold2_pilon_pilon	24549057	24559606	389.5	236
EOG09070A3T	Complete	scaffold173_pilon_pilon	4081895	4094997	525.9	220
EOG09070A43	Complete	scaffold1256_pilon_pilon	220594	230535	262.1	210
EOG09070A44	Complete	scaffold31_pilon_pilon	12841280	12865112	249.1	142
EOG09070A49	Complete	scaffold2802_pilon_pilon	296881	322609	314.0	197
EOG09070A4A	Complete	scaffold198_pilon_pilon	959199	967134	485.4	232
EOG09070A4K	Duplicated	scaffold12293_pilon_pilon	41355	82697	659.0	477
EOG09070A4K	Duplicated	scaffold30_pilon_pilon	11222789	11242411	753.5	479
EOG09070A4L	Complete	scaffold112_pilon_pilon	22769	43943	381.0	225
EOG09070A51	Complete	scaffold26_pilon_pilon	996271	997867	285.9	195
EOG09070A55	Complete	scaffold82_pilon_pilon	4688665	4714305	470.0	236
EOG09070A58	Complete	scaffold28_pilon_pilon	15084685	15112587	369.9	171
EOG09070A5C	Complete	scaffold139_pilon_pilon	4819898	4840884	352.1	207
EOG09070A5H	Duplicated	scaffold159_pilon_pilon	4844126	4873177	413.4	185
EOG09070A5H	Duplicated	scaffold3842_pilon_pilon	186702	231494	357.6	185
EOG09070A5M	Complete	scaffold12_pilon_pilon	1632117	1644388	329.1	251
EOG09070A5V	Duplicated	scaffold11871_pilon_pilon	25248	44652	408.7	223
EOG09070A5V	Duplicated	scaffold5_pilon_pilon	10711778	10731673	462.3	223
EOG09070A62	Complete	scaffold58_pilon_pilon	3150166	3182901	210.3	204
EOG09070A67	Complete	scaffold82_pilon_pilon	8490675	8536369	341.3	180
EOG09070A6N	Duplicated	scaffold166_pilon_pilon	512113	512862	470.1	199
EOG09070A6N	Duplicated	scaffold6218_pilon_pilon	109122	110130	443.1	198
EOG09070A71	Complete	scaffold115_pilon_pilon	2606360	2620159	406.0	233
EOG09070A74	Complete	scaffold89_pilon_pilon	4345559	4357986	338.1	176
EOG09070A76	Duplicated	scaffold6_pilon_pilon	29343216	29345575	503.0	269
EOG09070A76	Duplicated	scaffold895_pilon_pilon	136681	139954	488.9	263
EOG09070A7A	Duplicated	scaffold17294_pilon_pilon	12877	30306	507.9	277
EOG09070A7A	Duplicated	scaffold44_pilon_pilon	5011805	5029284	549.9	326
EOG09070A7M	Complete	scaffold1060_pilon_pilon	275044	294094	438.8	231
EOG09070A7T	Complete	scaffold12_pilon_pilon	2503715	2545088	411.0	225
EOG09070A7U	Complete	scaffold269_pilon_pilon	1795862	1803298	413.5	211
EOG09070A7W	Duplicated	scaffold710_pilon_pilon	299019	300510	290.5	168
EOG09070A7W	Duplicated	scaffold8_pilon_pilon	13188433	13202543	299.1	168
EOG09070A80	Complete	scaffold50_pilon_pilon	10273456	10284603	452.5	253
EOG09070A81	Complete	scaffold14996_pilon_pilon	1414	69465	466.2	377
EOG09070A84	Complete	scaffold298_pilon_pilon	1065200	1091912	438.0	231
EOG09070A86	Complete	scaffold140_pilon_pilon	5051972	5058017	415.1	209
EOG09070A8B	Complete	scaffold93_pilon_pilon	4519989	4553330	404.6	178
EOG09070A8C	Complete	scaffold6_pilon_pilon	20721702	20739867	400.8	271
EOG09070A8L	Complete	scaffold298_pilon_pilon	1052934	1059575	423.8	217
EOG09070A8S	Duplicated	scaffold117_pilon_pilon	4293892	4358580	296.8	181
EOG09070A8S	Duplicated	scaffold713_pilon_pilon	29525	86445	295.2	235
EOG09070A8T	Complete	scaffold475_pilon_pilon	467920	476203	443.0	219
EOG09070A8Z	Complete	scaffold12_pilon_pilon	22448557	22452168	412.1	217
EOG09070A95	Duplicated	scaffold10518_pilon_pilon	74641	107583	319.5	156
EOG09070A95	Duplicated	scaffold106_pilon_pilon	4928272	4947924	343.0	156
EOG09070A96	Complete	scaffold22_pilon_pilon	13690697	13701978	427.2	207
EOG09070A9C	Complete	scaffold26_pilon_pilon	15862258	15883790	358.7	187
EOG09070A9F	Complete	scaffold56_pilon_pilon	9644998	9688776	960.0	591
EOG09070A9H	Complete	scaffold126_pilon_pilon	3943014	3948340	245.2	114
EOG09070A9M	Duplicated	scaffold11258_pilon_pilon	259	25254	455.0	249
EOG09070A9M	Duplicated	scaffold85_pilon_pilon	1273769	1289912	495.9	271
EOG09070A9O	Complete	scaffold50_pilon_pilon	11226335	11245115	418.1	193
EOG09070A9P	Complete	scaffold781_pilon_pilon	51485	56679	387.5	211
EOG09070AA3	Complete	scaffold204_pilon_pilon	1318663	1344144	416.1	204
EOG09070AAE	Complete	scaffold1_pilon_pilon	14078864	14103554	405.2	241
EOG09070AAF	Complete	scaffold92_pilon_pilon	1357536	1363298	462.0	218
EOG09070AAG	Duplicated	scaffold15885_pilon_pilon	28009	40090	417.5	226
EOG09070AAG	Duplicated	scaffold94_pilon_pilon	2581154	2595945	479.1	227
EOG09070AAR	Complete	scaffold23_pilon_pilon	18747362	18750680	356.4	184
EOG09070AAS	Duplicated	scaffold68_pilon_pilon	6928163	6974536	313.0	227
EOG09070AAS	Duplicated	scaffold8027_pilon_pilon	14648	111448	271.1	192
EOG09070AAZ	Duplicated	scaffold10187_pilon_pilon	10580	31527	295.9	168
EOG09070AAZ	Duplicated	scaffold8_pilon_pilon	5374521	5391564	326.6	168
EOG09070AB0	Complete	scaffold339_pilon_pilon	169578	230239	285.5	186
EOG09070ABD	Missing
EOG09070ABE	Complete	scaffold115_pilon_pilon	2626590	2638701	374.1	215
EOG09070ABO	Duplicated	scaffold1255_pilon_pilon	200137	223305	525.9	290
EOG09070ABO	Duplicated	scaffold30_pilon_pilon	13230739	13256896	561.9	290
EOG09070ABQ	Complete	scaffold13_pilon_pilon	12630365	12643333	280.5	183
EOG09070ABZ	Duplicated	scaffold109_pilon_pilon	5113190	5124406	466.3	233
EOG09070ABZ	Duplicated	scaffold2707_pilon_pilon	287083	302788	427.7	216
EOG09070AC1	Complete	scaffold95_pilon_pilon	5987401	6043774	469.9	270
EOG09070AC5	Complete	scaffold2_pilon_pilon	36391804	36426531	460.1	247
EOG09070ACA	Duplicated	scaffold39_pilon_pilon	7948637	7956538	415.7	186
EOG09070ACA	Duplicated	scaffold5163_pilon_pilon	46357	50135	430.4	208
EOG09070ACE	Duplicated	scaffold2_pilon_pilon	9422096	9506026	266.3	129
EOG09070ACE	Duplicated	scaffold695_pilon_pilon	114663	185536	251.7	129
EOG09070ACT	Complete	scaffold39_pilon_pilon	10711149	10715984	463.2	226
EOG09070ACU	Duplicated	scaffold2758_pilon_pilon	294563	303289	494.1	247
EOG09070ACU	Duplicated	scaffold77_pilon_pilon	5238290	5241929	546.8	259
EOG09070ACV	Complete	scaffold50_pilon_pilon	6893067	6911094	469.1	220
EOG09070AE0	Complete	scaffold5_pilon_pilon	19666181	19668750	570.0	334
EOG09070AE7	Complete	scaffold27_pilon_pilon	640964	649764	387.4	202
EOG09070AEK	Complete	scaffold120_pilon_pilon	523430	535729	97.7	54
EOG09070AER	Complete	scaffold138_pilon_pilon	4997032	5018310	423.1	220
EOG09070AEW	Complete	scaffold6_pilon_pilon	2628037	2643918	459.7	224
EOG09070AEY	Complete	scaffold8_pilon_pilon	21863659	21884531	370.5	204
EOG09070AFF	Complete	scaffold139_pilon_pilon	5030886	5037829	436.7	196
EOG09070AFR	Complete	scaffold10_pilon_pilon	15101918	15121562	485.4	288
EOG09070AFS	Complete	scaffold88_pilon_pilon	337108	351082	213.8	207
EOG09070AFV	Complete	scaffold1792_pilon_pilon	338599	391850	459.1	228
EOG09070AGG	Duplicated	scaffold2528_pilon_pilon	183890	247459	533.9	324
EOG09070AGG	Duplicated	scaffold6_pilon_pilon	10232908	10258581	625.6	349
EOG09070AGY	Complete	scaffold7_pilon_pilon	8643818	8698476	412.9	225
EOG09070AH0	Complete	scaffold41_pilon_pilon	140474	151415	314.3	149
EOG09070AHE	Complete	scaffold186_pilon_pilon	3496554	3497393	501.0	242
EOG09070AHI	Complete	scaffold98_pilon_pilon	1638551	1684174	374.0	189
EOG09070AHY	Complete	scaffold40_pilon_pilon	9384586	9409294	249.5	200
EOG09070AHZ	Duplicated	scaffold17_pilon_pilon	11809176	11835025	483.3	256
EOG09070AHZ	Duplicated	scaffold2006_pilon_pilon	59765	78539	510.2	257
EOG09070AI0	Complete	scaffold32_pilon_pilon	92224	100453	252.9	163
EOG09070AI2	Duplicated	scaffold65_pilon_pilon	8058447	8068973	454.8	224
EOG09070AI2	Duplicated	scaffold8492_pilon_pilon	36019	43811	419.6	224
EOG09070AID	Duplicated	scaffold109_pilon_pilon	4178590	4196065	483.4	231
EOG09070AID	Duplicated	scaffold12253_pilon_pilon	35333	75512	430.6	226
EOG09070AIE	Complete	scaffold32_pilon_pilon	13183741	13196530	339.2	179
EOG09070AIG	Complete	scaffold221_pilon_pilon	1484529	1502256	347.9	169
EOG09070AII	Complete	scaffold55_pilon_pilon	2978965	3019990	290.5	143
EOG09070AIM	Complete	scaffold18073_pilon_pilon	32180	43861	646.2	395
EOG09070AIS	Complete	scaffold124_pilon_pilon	305949	310366	252.0	154
EOG09070AJ3	Complete	scaffold35_pilon_pilon	5944551	5984131	389.1	275
EOG09070AJ8	Complete	scaffold10_pilon_pilon	18717015	18781100	301.0	193
EOG09070AJ9	Complete	scaffold26_pilon_pilon	17633794	17642688	482.5	255
EOG09070AJA	Duplicated	scaffold182_pilon_pilon	2826328	2840796	264.1	145
EOG09070AJA	Duplicated	scaffold435_pilon_pilon	198969	217397	231.4	145
EOG09070AJN	Complete	scaffold33_pilon_pilon	9675898	9700735	253.5	166
EOG09070AJQ	Complete	scaffold79_pilon_pilon	2651274	2674642	519.7	304
EOG09070AJR	Complete	scaffold14_pilon_pilon	22681718	22698335	612.6	297
EOG09070AJU	Duplicated	scaffold10879_pilon_pilon	77016	84747	404.7	219
EOG09070AJU	Duplicated	scaffold85_pilon_pilon	1333953	1339434	426.9	204
EOG09070AK8	Complete	scaffold8079_pilon_pilon	47031	68992	439.6	233
EOG09070AKU	Duplicated	scaffold56_pilon_pilon	8044850	8071247	415.4	192
EOG09070AKU	Duplicated	scaffold8814_pilon_pilon	70776	114019	400.1	191
EOG09070AKX	Complete	scaffold26_pilon_pilon	8084475	8106198	383.1	243
EOG09070ALA	Duplicated	scaffold5404_pilon_pilon	65482	103998	563.6	283
EOG09070ALA	Duplicated	scaffold57_pilon_pilon	2223774	2253096	579.0	283
EOG09070ALC	Fragmented	scaffold79_pilon_pilon	4545622	4570637	352.3	170
EOG09070ALF	Fragmented	scaffold64_pilon_pilon	9736962	9774499	140.9	109
EOG09070ALK	Duplicated	scaffold1_pilon_pilon	56627158	56635099	471.5	223
EOG09070ALK	Duplicated	scaffold3970_pilon_pilon	89219	93399	415.0	221
EOG09070ALL	Duplicated	scaffold123_pilon_pilon	6020075	6046392	172.1	92
EOG09070ALL	Duplicated	scaffold6808_pilon_pilon	132867	137776	160.3	87
EOG09070ALQ	Missing
EOG09070AM4	Complete	scaffold10_pilon_pilon	10897721	10933698	492.5	240
EOG09070AMB	Complete	scaffold88_pilon_pilon	4295856	4301163	454.8	238
EOG09070AMM	Complete	scaffold678_pilon_pilon	138633	145752	282.6	203
EOG09070AN0	Complete	scaffold19_pilon_pilon	1347522	1377775	444.8	209
EOG09070ANB	Complete	scaffold95_pilon_pilon	3709731	3733026	311.4	191
EOG09070ANK	Complete	scaffold85_pilon_pilon	1234983	1269561	315.3	183
EOG09070ANP	Complete	scaffold26_pilon_pilon	15962462	15989212	362.0	215
EOG09070ANT	Duplicated	scaffold13340_pilon_pilon	18319	49415	391.1	185
EOG09070ANT	Duplicated	scaffold256_pilon_pilon	2002284	2066701	393.4	184
EOG09070AO1	Complete	scaffold16_pilon_pilon	16272334	16291648	446.6	212
EOG09070AO2	Complete	scaffold7_pilon_pilon	30422884	30442549	464.4	218
EOG09070AOG	Duplicated	scaffold179_pilon_pilon	514495	515271	462.2	232
EOG09070AOG	Duplicated	scaffold40_pilon_pilon	2269855	2290369	465.4	232
EOG09070AP0	Complete	scaffold7_pilon_pilon	26042517	26052312	492.3	230
EOG09070APB	Complete	scaffold106_pilon_pilon	2345001	2355239	425.1	242
EOG09070APH	Complete	scaffold23_pilon_pilon	18239404	18258903	336.0	165
EOG09070API	Complete	scaffold203_pilon_pilon	1060251	1104941	337.8	231
EOG09070APK	Complete	scaffold19_pilon_pilon	10211375	10235692	393.5	201
EOG09070APR	Complete	scaffold48_pilon_pilon	5987942	6019185	514.9	230
EOG09070AQ4	Duplicated	scaffold17_pilon_pilon	12753873	12778926	424.0	234
EOG09070AQ4	Duplicated	scaffold434_pilon_pilon	275767	291404	446.7	233
EOG09070AQ6	Complete	scaffold8793_pilon_pilon	83516	109345	591.5	284
EOG09070AQ8	Complete	scaffold40_pilon_pilon	12344812	12352479	455.7	271
EOG09070AQP	Complete	scaffold8_pilon_pilon	20691992	20713829	505.7	266
EOG09070AQV	Fragmented	scaffold712_pilon_pilon	478960	506787	289.9	157
EOG09070AQY	Complete	scaffold48_pilon_pilon	3479478	3496621	287.0	162
EOG09070AR0	Complete	scaffold428_pilon_pilon	866080	886453	387.2	203
EOG09070AR6	Complete	scaffold28_pilon_pilon	6048150	6097402	463.0	255
EOG09070AR7	Duplicated	scaffold17_pilon_pilon	9121321	9148893	372.2	189
EOG09070AR7	Duplicated	scaffold5209_pilon_pilon	163677	208103	359.6	209
EOG09070AR8	Complete	scaffold126_pilon_pilon	2180246	2191561	567.9	274
EOG09070AR9	Complete	scaffold33_pilon_pilon	9542209	9547683	289.6	174
EOG09070ARG	Duplicated	scaffold448_pilon_pilon	506543	520906	405.5	180
EOG09070ARG	Duplicated	scaffold528_pilon_pilon	660255	683577	363.2	167
EOG09070ARX	Duplicated	scaffold53_pilon_pilon	7259566	7285956	384.8	207
EOG09070ARX	Duplicated	scaffold852_pilon_pilon	586185	596600	335.1	207
EOG09070AS0	Duplicated	scaffold130_pilon_pilon	4848008	4864548	399.1	219
EOG09070AS0	Duplicated	scaffold20_pilon_pilon	9834316	9835236	403.1	205
EOG09070ASF	Complete	scaffold88_pilon_pilon	8335114	8352532	414.6	232
EOG09070ASG	Complete	scaffold69_pilon_pilon	1449156	1488208	245.2	201
EOG09070AST	Complete	scaffold103_pilon_pilon	3063321	3083879	381.7	223
EOG09070ASV	Complete	scaffold2_pilon_pilon	5435037	5502805	406.4	205
EOG09070AT4	Complete	scaffold21_pilon_pilon	20516162	20519703	389.3	191
EOG09070ATK	Complete	scaffold56_pilon_pilon	7974676	7981807	329.2	201
EOG09070ATO	Complete	scaffold110_pilon_pilon	1735976	1761112	446.0	225
EOG09070ATY	Duplicated	scaffold1659_pilon_pilon	288593	293972	318.5	185
EOG09070ATY	Duplicated	scaffold67_pilon_pilon	8788548	8800478	334.3	185
EOG09070AU5	Complete	scaffold37_pilon_pilon	437999	455417	1070.4	533
EOG09070AU8	Complete	scaffold63_pilon_pilon	143080	155210	426.4	219
EOG09070AUA	Complete	scaffold93_pilon_pilon	484416	494316	420.7	184
EOG09070AUI	Complete	scaffold4500_pilon_pilon	175833	201245	351.3	186
EOG09070AV6	Complete	scaffold4_pilon_pilon	29030241	29037419	258.5	150
EOG09070AV8	Complete	scaffold291_pilon_pilon	135054	139961	421.5	208
EOG09070AVH	Complete	scaffold184_pilon_pilon	1532663	1558363	367.2	193
EOG09070AVO	Duplicated	scaffold105_pilon_pilon	3174373	3193185	357.0	201
EOG09070AVO	Duplicated	scaffold1_pilon_pilon	50197094	50245554	384.8	212
EOG09070AW9	Complete	scaffold110_pilon_pilon	1339716	1340483	444.9	233
EOG09070AWE	Complete	scaffold174_pilon_pilon	942219	961419	454.3	310
EOG09070AWJ	Complete	scaffold16_pilon_pilon	16801566	16822750	342.0	229
EOG09070AWM	Complete	scaffold1036_pilon_pilon	170333	183334	560.3	248
EOG09070AWP	Complete	scaffold129_pilon_pilon	4345606	4369220	333.0	241
EOG09070AWU	Complete	scaffold1_pilon_pilon	16045378	16057091	293.9	201
EOG09070AWV	Complete	scaffold82_pilon_pilon	4141401	4142264	410.0	232
EOG09070AWW	Complete	scaffold130_pilon_pilon	5326037	5358352	628.3	287
EOG09070AX9	Complete	scaffold120_pilon_pilon	1054756	1073598	350.2	194
EOG09070AXH	Complete	scaffold21_pilon_pilon	12104389	12139761	394.8	202
EOG09070AXL	Complete	scaffold52_pilon_pilon	11506147	11540623	282.6	220
EOG09070AXR	Complete	scaffold29_pilon_pilon	17068299	17072796	297.8	185
EOG09070AXW	Duplicated	scaffold1096_pilon_pilon	99930	106615	412.7	208
EOG09070AXW	Duplicated	scaffold8_pilon_pilon	17092693	17098504	425.3	208
EOG09070AXY	Complete	scaffold72_pilon_pilon	5210767	5211429	274.8	177
EOG09070AY9	Complete	scaffold121_pilon_pilon	5883586	5932169	233.6	233
EOG09070AYQ	Complete	scaffold4169_pilon_pilon	211307	215033	376.2	214
EOG09070AYT	Complete	scaffold36_pilon_pilon	8022316	8036349	256.4	189
